,LYST,,,RBM39P1,,,,,,,,,,,,,,,,,
,MAP4K4,,,LINC03040,,,,,,,,,,,,,,,,,
,LINC02035,,,MYPN,,,,,,,,,,,,,,,,,
,TM2D3,,,ACTR3P2,,,,,,,,,,,,,,,,,
,PMAIP1,,,PGRMC1,,,,,,,,,,,,,,,,,
,LIMA1,,,RPS15AP1,,,,,,,,,,,,,,,,,
,RIMOC1,,,SMIM14,,,,,,,,,,,,,,,,,
,SDF2,,,CTBP1-DT,,,,,,,,,,,,,,,,,
,ANXA11,,,LY6G6D,,,,,,,,,,,,,,,,,
,MIR23AHG,,,LY6G6F-LY6G6D,,,,,,,,,,,,,,,,,
,USF1,,,ZNF549,,,,,,,,,,,,,,,,,
,TBL1XR1,,,CARS1-AS1,,,,,,,,,,,,,,,,,
,INPP5K,,,MYH13,,,,,,,,,,,,,,,,,
,NFRKB,,,HNRNPA1P3,,,,,,,,,,,,,,,,,
,SRRM1,,,SNW1,,,,,,,,,,,,,,,,,
,ZNF397,,,ARL6IP1,,,,,,,,,,,,,,,,,
,KDM6A,,,TOP2B,,,,,,,,,,,,,,,,,
,TRIM21,,,DARS1-AS1,,,,,,,,,,,,,,,,,
,PSENEN,,,ZMIZ1,,,,,,,,,,,,,,,,,
,ZNF516,,,RPL4,,,,,,,,,,,,,,,,,
,WDFY2,,,RAPGEF4-AS1,,,,,,,,,,,,,,,,,
,PBX2,,,SNX31,,,,,,,,,,,,,,,,,
,SLC25A51,,,SERBP1,,,,,,,,,,,,,,,,,
,AP3B1,,,UNG,,,,,,,,,,,,,,,,,
,CAMKK1,,,LINC00102,,,,,,,,,,,,,,,,,
,ZDHHC17,,,BCAS1,,,,,,,,,,,,,,,,,
,SCYL3,,,SAMD14,,,,,,,,,,,,,,,,,
,BTBD19,,,DBR1,,,,,,,,,,,,,,,,,
,MIDN,,,GCNT1P1,,,,,,,,,,,,,,,,,
,SFT2D1,,,ZIC4,,,,,,,,,,,,,,,,,
,ZNF746,,,RPL17-C18orf32,,,,,,,,,,,,,,,,,
,MSL2,,,PSMC3IP,,,,,,,,,,,,,,,,,
,VRK3,,,PIP4K2C,,,,,,,,,,,,,,,,,
,PLCB2,,,UTP18,,,,,,,,,,,,,,,,,
,SIGLEC9,,,CARNMT1,,,,,,,,,,,,,,,,,
,GRIPAP1,,,DDHD1,,,,,,,,,,,,,,,,,
,GNB2,,,EMC3,,,,,,,,,,,,,,,,,
,BLOC1S6,,,MATR3P2,,,,,,,,,,,,,,,,,
,BMP2K,,,MBD3L1,,,,,,,,,,,,,,,,,
,KDM3B,,,CLASP1,,,,,,,,,,,,,,,,,
,CASP3,,,PTPRA,,,,,,,,,,,,,,,,,
,APPL2,,,CYCSP55,,,,,,,,,,,,,,,,,
,DOT1L,,,SARNP,,,,,,,,,,,,,,,,,
,ZNF687,,,RPL36AL,,,,,,,,,,,,,,,,,
,CDK11B,,,ATP6AP1-DT,,,,,,,,,,,,,,,,,
,SLC31A1,,,LEPROTL1,,,,,,,,,,,,,,,,,
,LYSMD2,,,GPRC5D-AS1,,,,,,,,,,,,,,,,,
,MIR3153,,,TTTY6,,,,,,,,,,,,,,,,,
,SPG21,,,TTTY6B,,,,,,,,,,,,,,,,,
,CCDC82,,,CFAP298,,,,,,,,,,,,,,,,,
,MIR4435-2HG,,,GOLPH3L,,,,,,,,,,,,,,,,,
,DCUN1D2,,,SPSB2,,,,,,,,,,,,,,,,,
,AHCTF1,,,SPCS2,,,,,,,,,,,,,,,,,
,SDHAF3,,,CCDC92B,,,,,,,,,,,,,,,,,
,IRF7,,,GLT8D1,,,,,,,,,,,,,,,,,
,LPGAT1,,,PRIMA1,,,,,,,,,,,,,,,,,
,UBALD2,,,SRC,,,,,,,,,,,,,,,,,
,GAPT,,,ARHGEF26-AS1,,,,,,,,,,,,,,,,,
,BTLA,,,TCTN2,,,,,,,,,,,,,,,,,
,TMEM60,,,U2AF2,,,,,,,,,,,,,,,,,
,NINJ2,,,LINC01922,,,,,,,,,,,,,,,,,
,ZRSR2,,,LMOD3,,,,,,,,,,,,,,,,,
,AVL9,,,RET,,,,,,,,,,,,,,,,,
,IL12RB1,,,SNORD58A,,,,,,,,,,,,,,,,,
,ADNP2,,,SNORD58B,,,,,,,,,,,,,,,,,
,RUFY1,,,CREG1,,,,,,,,,,,,,,,,,
,TRAF6,,,DNAJC9,,,,,,,,,,,,,,,,,
,CEP170,,,HNRNPA3P1,,,,,,,,,,,,,,,,,
,IFNGR2,,,OIP5-AS1,,,,,,,,,,,,,,,,,
,PRPF4,,,PARK7,,,,,,,,,,,,,,,,,
,CASP10,,,NCOR2,,,,,,,,,,,,,,,,,
,CNTRL,,,SNORD14D,,,,,,,,,,,,,,,,,
,GTPBP2,,,TNFRSF10B-AS1,,,,,,,,,,,,,,,,,
,GMCL1,,,ATF7IP,,,,,,,,,,,,,,,,,
,NADSYN1,,,HNRNPA1,,,,,,,,,,,,,,,,,
,DTX2,,,ANP32B,,,,,,,,,,,,,,,,,
,HPCAL1,,,IL13RA1,,,,,,,,,,,,,,,,,
,LINC01140,,,THEM6,,,,,,,,,,,,,,,,,
,MEF2A,,,PCDH11X,,,,,,,,,,,,,,,,,
,GIMAP4,,,PCDH11Y,,,,,,,,,,,,,,,,,
,LINC01270,,,ATP9B,,,,,,,,,,,,,,,,,
,HAUS4,,,SLC26A5-AS1,,,,,,,,,,,,,,,,,
,PHKG2,,,SPN,,,,,,,,,,,,,,,,,
,CHMP5,,,UBE2E1,,,,,,,,,,,,,,,,,
,TOMM40L,,,ST3GAL3,,,,,,,,,,,,,,,,,
,PPM1N,,,RTL6,,,,,,,,,,,,,,,,,
,PLEKHA8P1,,,AXDND1,,,,,,,,,,,,,,,,,
,JPT1,,,HDGFL1,,,,,,,,,,,,,,,,,
,PLPPR2,,,CTR9,,,,,,,,,,,,,,,,,
,ADCY4,,,ADAMTS4,,,,,,,,,,,,,,,,,
,SWT1,,,CYP3A43,,,,,,,,,,,,,,,,,
,BCLAF3,,,GTF2I,,,,,,,,,,,,,,,,,
,ZNF207,,,SUMO2P1,,,,,,,,,,,,,,,,,
,RNF185,,,SUMO2P17,,,,,,,,,,,,,,,,,
,PLBD1,,,SUMO2P21,,,,,,,,,,,,,,,,,
,SNORD12,,,SUMO2P3,,,,,,,,,,,,,,,,,
,ATOSB,,,TMEM263,,,,,,,,,,,,,,,,,
,MAPK7,,,KRTAP4-5,,,,,,,,,,,,,,,,,
,SLC31A2,,,RUNX1,,,,,,,,,,,,,,,,,
,NIPBL,,,RPL5,,,,,,,,,,,,,,,,,
,SNORA56,,,SEC13,,,,,,,,,,,,,,,,,
,CINP,,,TXNDC15,,,,,,,,,,,,,,,,,
,ATAD2B,,,DYNC1LI2,,,,,,,,,,,,,,,,,
,RAPGEF3,,,GAL3ST2,,,,,,,,,,,,,,,,,
,EPG5,,,NCKAP1,,,,,,,,,,,,,,,,,
,BEST1,,,ABCE1,,,,,,,,,,,,,,,,,
,NSRP1,,,ZC3H4,,,,,,,,,,,,,,,,,
,CYREN,,,MTDHP3,,,,,,,,,,,,,,,,,
,ADCY7,,,MTDHP4,,,,,,,,,,,,,,,,,
,CEP68,,,OR2M4,,,,,,,,,,,,,,,,,
,FAS,,,TRAM1,,,,,,,,,,,,,,,,,
,MFN1,,,EIF4G1,,,,,,,,,,,,,,,,,
,PNN,,,OR3A3,,,,,,,,,,,,,,,,,
,EWSR1,,,SSTR3,,,,,,,,,,,,,,,,,
,SP140L,,,TARDBPP1,,,,,,,,,,,,,,,,,
,TUFT1,,,SMYD1,,,,,,,,,,,,,,,,,
,RBMS2,,,KANSL3,,,,,,,,,,,,,,,,,
,LIMCH1,,,AGAP2-AS1,,,,,,,,,,,,,,,,,
,NEK7,,,PTTG2,,,,,,,,,,,,,,,,,
,FCHSD2,,,FDPS,,,,,,,,,,,,,,,,,
,ACSL4,,,SMCR8,,,,,,,,,,,,,,,,,
,SEPTIN8,,,CSTF2T,,,,,,,,,,,,,,,,,
,ARRDC2,,,SLC45A3,,,,,,,,,,,,,,,,,
,PTP4A1,,,SRSF5,,,,,,,,,,,,,,,,,
,NOSTRIN,,,GUCA1B,,,,,,,,,,,,,,,,,
,SPATA2L,,,RGS8,,,,,,,,,,,,,,,,,
,SLC7A6,,,TMEM238L,,,,,,,,,,,,,,,,,
,LINC00674,,,RPS27A,,,,,,,,,,,,,,,,,
,SRRM2,,,OR2L13,,,,,,,,,,,,,,,,,
,KLHL18,,,FOXJ3,,,,,,,,,,,,,,,,,
,UBAP2L,,,OTUD4,,,,,,,,,,,,,,,,,
,SEC24D,,,ARF4,,,,,,,,,,,,,,,,,
,PECAM1,,,HBD,,,,,,,,,,,,,,,,,
,USP36,,,GCAWKR,,,,,,,,,,,,,,,,,
,HNRNPU,,,LINC01500,,,,,,,,,,,,,,,,,
,TAF12,,,KLHL32,,,,,,,,,,,,,,,,,
,TRAPPC8,,,HNRNPDL,,,,,,,,,,,,,,,,,
,CCDC174,,,BDNF-AS,,,,,,,,,,,,,,,,,
,ASCC2,,,GSPT1,,,,,,,,,,,,,,,,,
,TICAM1,,,TOPBP1,,,,,,,,,,,,,,,,,
,SENP2,,,LYG2,,,,,,,,,,,,,,,,,
,NAT9,,,TBCA,,,,,,,,,,,,,,,,,
,NECAP2,,,UBDP1,,,,,,,,,,,,,,,,,
,SKIL,,,SNORA75,,,,,,,,,,,,,,,,,
,RTN2,,,KRTAP1-3,,,,,,,,,,,,,,,,,
,ZSCAN32,,,KPNB1,,,,,,,,,,,,,,,,,
,NCKAP1L,,,NUP107,,,,,,,,,,,,,,,,,
,EID2,,,LINC00462,,,,,,,,,,,,,,,,,
,TMEM164,,,IAH1,,,,,,,,,,,,,,,,,
,CD300C,,,EDN2,,,,,,,,,,,,,,,,,
,SGSH,,,POP4,,,,,,,,,,,,,,,,,
,RNF138,,,FGF18,,,,,,,,,,,,,,,,,
,TMEM170A,,,LPCAT4,,,,,,,,,,,,,,,,,
,NCOA3,,,MTCH1,,,,,,,,,,,,,,,,,
,AQR,,,TCL6,,,,,,,,,,,,,,,,,
,ACAP1,,,GCLM,,,,,,,,,,,,,,,,,
,ASTE1,,,RPL17P39,,,,,,,,,,,,,,,,,
,CERT1,,,RPL17P6,,,,,,,,,,,,,,,,,
,CC2D1B,,,RPL17P7,,,,,,,,,,,,,,,,,
,TCIRG1,,,RPLP1,,,,,,,,,,,,,,,,,
,STXBP5,,,BLOC1S5-TXNDC5,,,,,,,,,,,,,,,,,
,ZFHX3,,,TXNDC5,,,,,,,,,,,,,,,,,
,GIT2,,,RAB12,,,,,,,,,,,,,,,,,
,ZEB2,,,FAM162A,,,,,,,,,,,,,,,,,
,WDHD1,,,GRIN2C,,,,,,,,,,,,,,,,,
,CALCOCO1,,,CCNI,,,,,,,,,,,,,,,,,
,LINC01881,,,EEF1G,,,,,,,,,,,,,,,,,
,DCAF5,,,MIR3654,,,,,,,,,,,,,,,,,
,SAP130,,,MMP21,,,,,,,,,,,,,,,,,
,FRY,,,SERBP1P5,,,,,,,,,,,,,,,,,
,PPIG,,,GOLGA5,,,,,,,,,,,,,,,,,
,ARF3,,,SERTM1,,,,,,,,,,,,,,,,,
,CDON,,,COX6C,,,,,,,,,,,,,,,,,
,SNX2,,,VPS54,,,,,,,,,,,,,,,,,
,RGL1,,,VWA5B1,,,,,,,,,,,,,,,,,
,CDK11A,,,TM9SF2,,,,,,,,,,,,,,,,,
,PPP1R3E,,,TRIM8,,,,,,,,,,,,,,,,,
,BHLHE40,,,TCF12,,,,,,,,,,,,,,,,,
,EXOC1,,,FNTA,,,,,,,,,,,,,,,,,
,PLXDC2,,,SUMF1,,,,,,,,,,,,,,,,,
,TSC22D4,,,XRCC5,,,,,,,,,,,,,,,,,
,ZEB1,,,LINC02481,,,,,,,,,,,,,,,,,
,TYROBP,,,CACNG8,,,,,,,,,,,,,,,,,
,APOBEC3B,,,SPAG11A,,,,,,,,,,,,,,,,,
,SMU1,,,SPAG11B,,,,,,,,,,,,,,,,,
,RPGR,,,PDHA2,,,,,,,,,,,,,,,,,
,TPMT,,,PSD,,,,,,,,,,,,,,,,,
,PIK3CD,,,TNPO1,,,,,,,,,,,,,,,,,
,DHRS9,,,FTH1P5,,,,,,,,,,,,,,,,,
,ZNF526,,,RSPH4A,,,,,,,,,,,,,,,,,
,ATG9A,,,TMEM131,,,,,,,,,,,,,,,,,
,E2F4,,,FAM228A,,,,,,,,,,,,,,,,,
,SH3BGRL3,,,OLAH,,,,,,,,,,,,,,,,,
,PLIN3,,,TMEM184A,,,,,,,,,,,,,,,,,
,DEF8,,,PTBP1,,,,,,,,,,,,,,,,,
,CAV2,,,ETFRF1,,,,,,,,,,,,,,,,,
,ITPR1,,,KRTAP9-9,,,,,,,,,,,,,,,,,
,PPP2CA,,,PPP1CB,,,,,,,,,,,,,,,,,
,WHAMM,,,HMGB3P30,,,,,,,,,,,,,,,,,
,PACS1,,,DDR1-DT,,,,,,,,,,,,,,,,,
,NRBP1,,,GOLGA6L1,,,,,,,,,,,,,,,,,
,MAN2A2,,,GOLGA6L22,,,,,,,,,,,,,,,,,
,HOXC6,,,GOLGA6L24,,,,,,,,,,,,,,,,,
,BUD13,,,GOLGA6L25,,,,,,,,,,,,,,,,,
,DDX59,,,GOLGA6L26,,,,,,,,,,,,,,,,,
,SNX27,,,GOLGA6L6,,,,,,,,,,,,,,,,,
,NFKBIE,,,RPL19,,,,,,,,,,,,,,,,,
,PDE1B,,,KDF1,,,,,,,,,,,,,,,,,
,RIPK1,,,NDUFS5,,,,,,,,,,,,,,,,,
,FAM217B,,,KRTAP4-4,,,,,,,,,,,,,,,,,
,USP20,,,DOCK7,,,,,,,,,,,,,,,,,
,CEPT1,,,LINC02189,,,,,,,,,,,,,,,,,
,NEDD8,,,SCP2,,,,,,,,,,,,,,,,,
,OSGIN2,,,ETF1P1,,,,,,,,,,,,,,,,,
,PRICKLE3,,,PPARA,,,,,,,,,,,,,,,,,
,FOXN3,,,NPM1P27,,,,,,,,,,,,,,,,,
,CCNG2,,,COX6A1,,,,,,,,,,,,,,,,,
,MIR5010,,,COX6A1P2,,,,,,,,,,,,,,,,,
,LRRC57,,,C3orf49,,,,,,,,,,,,,,,,,
,BTNL8,,,TMEM132E,,,,,,,,,,,,,,,,,
,CDC37,,,UBB,,,,,,,,,,,,,,,,,
,ARAF,,,PCDHB9,,,,,,,,,,,,,,,,,
,SLCO3A1,,,MAP4K5,,,,,,,,,,,,,,,,,
,PARVG,,,EFCAB6,,,,,,,,,,,,,,,,,
,KDM5A,,,SRSF1,,,,,,,,,,,,,,,,,
,MARCHF3,,,COPB1,,,,,,,,,,,,,,,,,
,MIR503HG,,,YTHDF2,,,,,,,,,,,,,,,,,
,TBC1D10B,,,YTHDF2P1,,,,,,,,,,,,,,,,,
,GFOD2,,,AGGF1,,,,,,,,,,,,,,,,,
,CALM3,,,SLC30A7,,,,,,,,,,,,,,,,,
,SLC7A6OS,,,RPL17P18,,,,,,,,,,,,,,,,,
,ARMC8,,,MAB21L2,,,,,,,,,,,,,,,,,
,VPS39,,,KRT81,,,,,,,,,,,,,,,,,
,MIR4639,,,JUN-DT,,,,,,,,,,,,,,,,,
,RAMAC,,,GGCX,,,,,,,,,,,,,,,,,
,CLEC3B,,,GDE1,,,,,,,,,,,,,,,,,
,VPS37C,,,SRSF11,,,,,,,,,,,,,,,,,
,ZNF708,,,LINC00863,,,,,,,,,,,,,,,,,
,DND1,,,KIF12,,,,,,,,,,,,,,,,,
,RELCH,,,DBT,,,,,,,,,,,,,,,,,
,MTF2,,,TMA7,,,,,,,,,,,,,,,,,
,PHTF1,,,MPP2,,,,,,,,,,,,,,,,,
,NCBP3,,,PSAP,,,,,,,,,,,,,,,,,
,CASP9,,,RBAK-RBAKDN,,,,,,,,,,,,,,,,,
,HIP1,,,RBAKDN,,,,,,,,,,,,,,,,,
,KDM5B,,,IGLL1,,,,,,,,,,,,,,,,,
,FOXP1,,,RPL21P68,,,,,,,,,,,,,,,,,
,CD22,,,NEK4,,,,,,,,,,,,,,,,,
,ANO10,,,VPS4A,,,,,,,,,,,,,,,,,
,GARS1-DT,,,NPM1P22,,,,,,,,,,,,,,,,,
,PEX5,,,GRIN2B,,,,,,,,,,,,,,,,,
,LYSET,,,ZWINT,,,,,,,,,,,,,,,,,
,HNRNPH1,,,MMGT1,,,,,,,,,,,,,,,,,
,UBE2J1,,,TM9SF3,,,,,,,,,,,,,,,,,
,CAMTA2,,,LRRC18,,,,,,,,,,,,,,,,,
,RFWD3,,,PREPL,,,,,,,,,,,,,,,,,
,YRDC,,,LINC00304,,,,,,,,,,,,,,,,,
,TIRAP,,,DDOST,,,,,,,,,,,,,,,,,
,OLR1,,,NDUFA10,,,,,,,,,,,,,,,,,
,PPP1R2,,,ST13,,,,,,,,,,,,,,,,,
,SASH3,,,BTBD7,,,,,,,,,,,,,,,,,
,B3GNT5,,,CDK13-DT,,,,,,,,,,,,,,,,,
,EID3,,,HMGN2P9,,,,,,,,,,,,,,,,,
,FEM1C,,,PCNP,,,,,,,,,,,,,,,,,
,SVEP1,,,OARD1,,,,,,,,,,,,,,,,,
,LILRB1,,,ELFN2,,,,,,,,,,,,,,,,,
,CWC22,,,HTR1A,,,,,,,,,,,,,,,,,
,ABHD13,,,KRTAP4-7,,,,,,,,,,,,,,,,,
,PYGO2,,,KCNJ4,,,,,,,,,,,,,,,,,
,PCIF1,,,LUC7L2,,,,,,,,,,,,,,,,,
,PRUNE1,,,VPS36,,,,,,,,,,,,,,,,,
,BRAP,,,WASL,,,,,,,,,,,,,,,,,
,NME6,,,SHQ1,,,,,,,,,,,,,,,,,
,PIKFYVE,,,HEATR4,,,,,,,,,,,,,,,,,
,PINX1,,,SLC26A3,,,,,,,,,,,,,,,,,
,TXNL4B,,,C2orf73,,,,,,,,,,,,,,,,,
,HERPUD2,,,APOH,,,,,,,,,,,,,,,,,
,CCDC159,,,KRTAP4-1,,,,,,,,,,,,,,,,,
,XPR1,,,ATP13A3-DT,,,,,,,,,,,,,,,,,
,PILRB,,,MFSD14B,,,,,,,,,,,,,,,,,
,FBXL12,,,TSTD2,,,,,,,,,,,,,,,,,
,SERPINB9P1,,,KRTAP4-3,,,,,,,,,,,,,,,,,
,TRIM69,,,ETFBKMT,,,,,,,,,,,,,,,,,
,MPEG1,,,MFSD1,,,,,,,,,,,,,,,,,
,NAV1,,,HASPIN,,,,,,,,,,,,,,,,,
,CD28,,,GNPAT,,,,,,,,,,,,,,,,,
,RASSF3,,,LINC02870,,,,,,,,,,,,,,,,,
,CCDC32,,,FAM91A1,,,,,,,,,,,,,,,,,
,PLEKHG3,,,MYBL1,,,,,,,,,,,,,,,,,
,BORCS8,,,KRTAP3-2,,,,,,,,,,,,,,,,,
,AKAP13,,,COPS3,,,,,,,,,,,,,,,,,
,KXD1,,,PSMC6,,,,,,,,,,,,,,,,,
,H2BC12,,,MATR3,,,,,,,,,,,,,,,,,
,FOSB,,,ALOX15,,,,,,,,,,,,,,,,,
,POLB,,,SERPINE2,,,,,,,,,,,,,,,,,
,MYO9B,,,MVD,,,,,,,,,,,,,,,,,
,GNS,,,TMEM232,,,,,,,,,,,,,,,,,
,REPS2,,,ECI2,,,,,,,,,,,,,,,,,
,TFEC,,,ZMYM4,,,,,,,,,,,,,,,,,
,GNB1,,,MIR6777,,,,,,,,,,,,,,,,,
,MIR3916,,,TRIM55,,,,,,,,,,,,,,,,,
,HIBCH,,,NEIL2,,,,,,,,,,,,,,,,,
,CTDNEP1,,,SLC25A48,,,,,,,,,,,,,,,,,
,GYG2,,,HSD17B7P2,,,,,,,,,,,,,,,,,
,INTS6L,,,PIGK,,,,,,,,,,,,,,,,,
,STX5,,,CAPN8,,,,,,,,,,,,,,,,,
,CD86,,,MGAM2,,,,,,,,,,,,,,,,,
,C14orf93,,,SELENOF,,,,,,,,,,,,,,,,,
,NEK3,,,KRTAP4-6,,,,,,,,,,,,,,,,,
,PTPRJ,,,EPC1,,,,,,,,,,,,,,,,,
,ZNF354A,,,TTC3,,,,,,,,,,,,,,,,,
,NPRL2,,,GTF3C2-AS1,,,,,,,,,,,,,,,,,
,RBM18,,,KRTAP2-1,,,,,,,,,,,,,,,,,
,PAPOLG,,,KDM2B,,,,,,,,,,,,,,,,,
,NAA40,,,BCAT2,,,,,,,,,,,,,,,,,
,BCORL1,,,DSG4,,,,,,,,,,,,,,,,,
,MTMR10,,,KRTAP1-1,,,,,,,,,,,,,,,,,
,DDX55,,,FABP2,,,,,,,,,,,,,,,,,
,SNRNP48,,,NDUFC2-KCTD14,,,,,,,,,,,,,,,,,
,RPS6KB1,,,LINC00895,,,,,,,,,,,,,,,,,
,PI16,,,ATL2,,,,,,,,,,,,,,,,,
,HAUS3,,,ANXA2P2,,,,,,,,,,,,,,,,,
,CD2BP2,,,FAM177A1,,,,,,,,,,,,,,,,,
,TCHP,,,FAM136A,,,,,,,,,,,,,,,,,
,WNK1,,,NLGN4Y,,,,,,,,,,,,,,,,,
,MEAK7,,,SUMO4,,,,,,,,,,,,,,,,,
,AOAH,,,ATP5F1C,,,,,,,,,,,,,,,,,
,CD44,,,LINC01018,,,,,,,,,,,,,,,,,
,SIGLEC1,,,UPB1,,,,,,,,,,,,,,,,,
,CENPT,,,MAGI3,,,,,,,,,,,,,,,,,
,CTSLP8,,,PDE6A,,,,,,,,,,,,,,,,,
,REST,,,RHOB,,,,,,,,,,,,,,,,,
,MED21,,,MTUS2-AS1,,,,,,,,,,,,,,,,,
,,,,N4BP3,,,,,,,,,,,,,,,,,
,,,,TMED3,,,,,,,,,,,,,,,,,
,,,,JKAMP,,,,,,,,,,,,,,,,,
,,,,DHX15,,,,,,,,,,,,,,,,,
,,,,LINC02837,,,,,,,,,,,,,,,,,
,,,,KRTAP4-2,,,,,,,,,,,,,,,,,
,,,,HSPA8,,,,,,,,,,,,,,,,,
,,,,YWHAZ,,,,,,,,,,,,,,,,,
,,,,FA2H,,,,,,,,,,,,,,,,,
,,,,GAS7,,,,,,,,,,,,,,,,,
,,,,MAT2B,,,,,,,,,,,,,,,,,
,,,,ARHGAP12,,,,,,,,,,,,,,,,,
,,,,TRAV25,,,,,,,,,,,,,,,,,
,,,,HDAC4,,,,,,,,,,,,,,,,,
,,,,MBTPS2,,,,,,,,,,,,,,,,,
,,,,TSPEAR-AS1,,,,,,,,,,,,,,,,,
,,,,RAC1P2,,,,,,,,,,,,,,,,,
,,,,MIR424,,,,,,,,,,,,,,,,,
,,,,MIR503,,,,,,,,,,,,,,,,,
,,,,KRTAP9-3,,,,,,,,,,,,,,,,,
,,,,CCT8,,,,,,,,,,,,,,,,,
,,,,MMADHC,,,,,,,,,,,,,,,,,
,,,,CTNNB1,,,,,,,,,,,,,,,,,
,,,,RPS10-NUDT3,,,,,,,,,,,,,,,,,
,,,,EPS15,,,,,,,,,,,,,,,,,
,,,,COPS2,,,,,,,,,,,,,,,,,
,,,,KRTAP1-5,,,,,,,,,,,,,,,,,
,,,,SUCLG2,,,,,,,,,,,,,,,,,
,,,,ALDOAP2,,,,,,,,,,,,,,,,,
,,,,RRAD,,,,,,,,,,,,,,,,,
,,,,KRTAP2-4,,,,,,,,,,,,,,,,,
,,,,MLEC,,,,,,,,,,,,,,,,,
,,,,POTEKP,,,,,,,,,,,,,,,,,
,,,,DIPK2A,,,,,,,,,,,,,,,,,
,,,,CYP1A2,,,,,,,,,,,,,,,,,
,,,,KRTAP19-3,,,,,,,,,,,,,,,,,
,,,,LINC02475,,,,,,,,,,,,,,,,,
,,,,MRGPRG-AS1,,,,,,,,,,,,,,,,,
,,,,C1QTNF4,,,,,,,,,,,,,,,,,
,,,,MFSD6L,,,,,,,,,,,,,,,,,
,,,,SAG,,,,,,,,,,,,,,,,,
,,,,ARL1,,,,,,,,,,,,,,,,,
,,,,GABARAPL1,,,,,,,,,,,,,,,,,
,,,,HIGD1AP14,,,,,,,,,,,,,,,,,
,,,,MAP4,,,,,,,,,,,,,,,,,
,,,,XIAP,,,,,,,,,,,,,,,,,
,,,,KRT24,,,,,,,,,,,,,,,,,
,,,,ITGB1BP2,,,,,,,,,,,,,,,,,
,,,,LHFPL2,,,,,,,,,,,,,,,,,
,,,,TRIM33,,,,,,,,,,,,,,,,,
,,,,KRTAP17-1,,,,,,,,,,,,,,,,,
,,,,MROH7-TTC4,,,,,,,,,,,,,,,,,
,,,,CBX1,,,,,,,,,,,,,,,,,
,,,,CEP85,,,,,,,,,,,,,,,,,
,,,,SOX1-OT,,,,,,,,,,,,,,,,,
,,,,RPL34,,,,,,,,,,,,,,,,,
,,,,MRPL33,,,,,,,,,,,,,,,,,
,,,,BFSP2-AS1,,,,,,,,,,,,,,,,,
,,,,TMED7,,,,,,,,,,,,,,,,,
,,,,LRRIQ1,,,,,,,,,,,,,,,,,
,,,,LINC01638,,,,,,,,,,,,,,,,,
,,,,RPL7P27,,,,,,,,,,,,,,,,,
,,,,HSPD1P4,,,,,,,,,,,,,,,,,
,,,,PTCHD1-AS,,,,,,,,,,,,,,,,,
,,,,CLEC4G,,,,,,,,,,,,,,,,,
,,,,KRTAP3-3,,,,,,,,,,,,,,,,,
,,,,CACYBPP2,,,,,,,,,,,,,,,,,
,,,,KPNA2,,,,,,,,,,,,,,,,,
,,,,KPNA2P3,,,,,,,,,,,,,,,,,
,,,,PPP4R3B,,,,,,,,,,,,,,,,,
,,,,PPT1,,,,,,,,,,,,,,,,,
,,,,RPP14,,,,,,,,,,,,,,,,,
,,,,KRTAP4-12,,,,,,,,,,,,,,,,,
,,,,CACNA1G-AS1,,,,,,,,,,,,,,,,,
,,,,KRTAP9-8,,,,,,,,,,,,,,,,,
,,,,RYR3-DT,,,,,,,,,,,,,,,,,
,,,,KRTAP4-9,,,,,,,,,,,,,,,,,
,,,,ACAA2P1,,,,,,,,,,,,,,,,,
,,,,RNU6-29P,,,,,,,,,,,,,,,,,
,,,,TAS2R43,,,,,,,,,,,,,,,,,
,,,,TAS2R45,,,,,,,,,,,,,,,,,
,,,,NDFIP1,,,,,,,,,,,,,,,,,
,,,,SMIM11,,,,,,,,,,,,,,,,,
,,,,HIPK1-AS1,,,,,,,,,,,,,,,,,
,,,,LINC00410,,,,,,,,,,,,,,,,,
,,,,ZBTB33,,,,,,,,,,,,,,,,,
,,,,RPL27A,,,,,,,,,,,,,,,,,
,,,,VDAC3,,,,,,,,,,,,,,,,,
,,,,NDUFAF6,,,,,,,,,,,,,,,,,
,,,,COX7A2P2,,,,,,,,,,,,,,,,,
,,,,AKIP1,,,,,,,,,,,,,,,,,
,,,,NSF,,,,,,,,,,,,,,,,,
,,,,CFAP92,,,,,,,,,,,,,,,,,
,,,,SLC17A8,,,,,,,,,,,,,,,,,
,,,,KRTAP9-2,,,,,,,,,,,,,,,,,
,,,,VDAC2,,,,,,,,,,,,,,,,,
,,,,VDAC2P5,,,,,,,,,,,,,,,,,
,,,,NAPB,,,,,,,,,,,,,,,,,
,,,,CRYBG3,,,,,,,,,,,,,,,,,
,,,,SEC22B,,,,,,,,,,,,,,,,,
,,,,CDK17,,,,,,,,,,,,,,,,,
,,,,HDAC9,,,,,,,,,,,,,,,,,
,,,,RTCA,,,,,,,,,,,,,,,,,
,,,,CUEDC1,,,,,,,,,,,,,,,,,
,,,,EPC2,,,,,,,,,,,,,,,,,
,,,,GPR26,,,,,,,,,,,,,,,,,
,,,,RMDN1,,,,,,,,,,,,,,,,,
,,,,HSPA2-AS1,,,,,,,,,,,,,,,,,
,,,,CRYZ,,,,,,,,,,,,,,,,,
,,,,VAV2,,,,,,,,,,,,,,,,,
,,,,NME7,,,,,,,,,,,,,,,,,
,,,,SLCO4C1,,,,,,,,,,,,,,,,,
